age,workclass,fnlwgt,education,martial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
40s,Self-emp-not-inc,5.0,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,France,less-than-50K
20s,Private,10.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,16.0,United-States,less-than-50K
40s,Private,14.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,5.0,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Self-emp-not-inc,14.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,4.0,United-States,less-than-50K
teens(10-20),Self-emp-inc,5.0,11th,Never-married,Sales,Own-child,White,Male,0.0,0.0,15.0,United-States,less-than-50K
30s,Private,5.0,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,more-than-50K
60s,unknown,9.0,Assoc-voc,Widowed,unknown,Not-in-family,White,Female,2.0,0.0,30.0,United-States,less-than-50K
20s,Private,9.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,2.0,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,9.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Local-gov,10.0,Masters,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0.0,0.0,50.0,United-States,more-than-50K
30s,State-gov,5.0,Masters,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,10.0,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
20s,Private,20.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,8.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,12.0,HS-grad,Never-married,Sales,Own-child,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,7.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,4.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,unknown,less-than-50K
40s,Private,3.0,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,9.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3.0,0.0,50.0,United-States,less-than-50K
30s,Self-emp-not-inc,7.0,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,Male,2.0,0.0,50.0,United-States,less-than-50K
30s,Private,24.0,Bachelors,Never-married,Exec-managerial,Other-relative,Black,Male,0.0,0.0,45.0,United-States,less-than-50K
30s,Private,19.0,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,9.0,Masters,Married-civ-spouse,Sales,Wife,White,Female,0.0,19.0,35.0,United-States,more-than-50K
60s,Private,5.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,99.0,0.0,40.0,United-States,more-than-50K
40s,Private,1.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,53.0,United-States,less-than-50K
20s,unknown,8.0,Bachelors,Married-civ-spouse,unknown,Wife,White,Female,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,14.0,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,13.0,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
70s,Private,5.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,24.0,52.0,United-States,less-than-50K
20s,Local-gov,1.0,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,14.0,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
teens(10-20),unknown,9.0,Some-college,Married-civ-spouse,unknown,Wife,White,Female,0.0,0.0,30.0,United-States,less-than-50K
30s,Self-emp-not-inc,8.0,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
50s,Private,9.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,5.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,6.0,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,9.0,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,more-than-50K
20s,Private,11.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
40s,Private,5.0,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,38.0,United-States,less-than-50K
60s,Self-emp-not-inc,4.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
60s,Private,7.0,11th,Divorced,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,10.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,England,more-than-50K
50s,Local-gov,4.0,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,10.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,8.0,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,less-than-50K
40s,Self-emp-inc,10.0,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,15.0,unknown,less-than-50K
30s,Private,4.0,11th,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-inc,14.0,9th,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,70.0,Dominican-Republic,less-than-50K
20s,Private,9.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,Canada,less-than-50K
50s,Private,12.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,less-than-50K
20s,Private,6.0,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,45.0,United-States,less-than-50K
20s,Local-gov,10.0,HS-grad,Never-married,Transport-moving,Own-child,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,4.0,Some-college,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,11.0,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,8.0,United-States,less-than-50K
20s,Private,5.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,8.0,HS-grad,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,less-than-50K
30s,Private,5.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Germany,more-than-50K
50s,Self-emp-inc,9.0,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,50.0,Trinadad&Tobago,less-than-50K
30s,Private,13.0,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,62.0,United-States,less-than-50K
40s,Private,17.0,HS-grad,Separated,Craft-repair,Unmarried,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,unknown,10.0,HS-grad,Never-married,unknown,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Federal-gov,1.0,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,7.0,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,29.0,unknown,less-than-50K
30s,Private,8.0,Some-college,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-not-inc,8.0,12th,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0.0,0.0,50.0,unknown,less-than-50K
30s,Self-emp-inc,18.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
30s,Private,3.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,less-than-50K
30s,Private,8.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,18.0,40.0,United-States,more-than-50K
teens(10-20),Private,4.0,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
20s,unknown,6.0,HS-grad,Married-spouse-absent,unknown,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Self-emp-not-inc,1.0,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
20s,Private,5.0,Some-college,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,20.0,South-Africa,less-than-50K
30s,unknown,2.0,7th-8th,Widowed,unknown,Not-in-family,White,Female,0.0,0.0,44.0,United-States,less-than-50K
20s,Self-emp-not-inc,1.0,Some-college,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,22.0,United-States,less-than-50K
30s,Private,4.0,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
20s,Private,7.0,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,0.0,15.0,40.0,United-States,less-than-50K
40s,Private,2.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-not-inc,5.0,Some-college,Divorced,Sales,Unmarried,White,Male,0.0,0.0,47.0,United-States,less-than-50K
40s,Private,9.0,Bachelors,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,44.0,Germany,less-than-50K
20s,Private,24.0,Some-college,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,35.0,United-States,less-than-50K
40s,Private,20.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,8.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,25.0,United-States,less-than-50K
30s,Federal-gov,10.0,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,70.0,United-States,less-than-50K
30s,Private,7.0,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,5.0,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,70.0,United-States,less-than-50K
30s,Private,6.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,99.0,0.0,30.0,United-States,more-than-50K
40s,Private,7.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Federal-gov,10.0,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,10.0,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,8.0,9th,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,55.0,United-States,less-than-50K
40s,Private,16.0,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,8.0,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,Puerto-Rico,more-than-50K
30s,Private,3.0,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,10.0,United-States,less-than-50K
30s,Local-gov,9.0,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,unknown,11.0,HS-grad,Divorced,unknown,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,6.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,10.0,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,State-gov,4.0,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,12.0,HS-grad,Separated,Prof-specialty,Other-relative,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,1.0,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,38.0,United-States,less-than-50K
20s,Private,8.0,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Federal-gov,9.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Philippines,more-than-50K
30s,Private,7.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
60s,Federal-gov,7.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
40s,Private,8.0,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,26.0,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,State-gov,9.0,Some-college,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,unknown,10.0,HS-grad,Married-civ-spouse,unknown,Husband,White,Male,0.0,0.0,24.0,United-States,less-than-50K
20s,Private,6.0,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
60s,Private,1.0,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,2.0,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,2.0,0.0,35.0,United-States,less-than-50K
20s,Private,3.0,HS-grad,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Local-gov,2.0,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,less-than-50K
40s,Private,20.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,11.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
20s,unknown,12.0,Some-college,Never-married,unknown,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,13.0,HS-grad,Separated,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,4.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,Self-emp-not-inc,5.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,3.0,0.0,10.0,United-States,less-than-50K
50s,Private,15.0,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,28.0,50.0,United-States,more-than-50K
30s,Private,4.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,44.0,United-States,more-than-50K
40s,Private,8.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,18.0,50.0,United-States,more-than-50K
teens(10-20),unknown,10.0,12th,Never-married,unknown,Other-relative,Black,Male,0.0,0.0,20.0,United-States,less-than-50K
teens(10-20),Private,5.0,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,1.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,less-than-50K
teens(10-20),Private,9.0,Some-college,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,30.0,United-States,less-than-50K
20s,Private,20.0,Bachelors,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,England,more-than-50K
30s,Private,4.0,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,5.0,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,8.0,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,47.0,United-States,less-than-50K
teens(10-20),Local-gov,17.0,12th,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,12.0,United-States,less-than-50K
30s,Local-gov,2.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,4.0,0.0,45.0,United-States,less-than-50K
20s,State-gov,12.0,Assoc-voc,Divorced,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,27.0,HS-grad,Separated,Transport-moving,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,18.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,unknown,more-than-50K
30s,Self-emp-not-inc,10.0,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,15.0,United-States,less-than-50K
40s,State-gov,8.0,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,1.0,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,17.0,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,19.0,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,Mexico,less-than-50K
30s,Federal-gov,16.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,18.0,40.0,United-States,more-than-50K
50s,Private,10.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,9.0,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,16.0,40.0,United-States,less-than-50K
40s,Private,3.0,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
40s,Local-gov,5.0,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,42.0,United-States,less-than-50K
30s,Private,13.0,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,20.0,40.0,United-States,less-than-50K
30s,Private,9.0,11th,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,9.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,8.0,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,6.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,less-than-50K
20s,Self-emp-inc,5.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Self-emp-not-inc,6.0,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,5.0,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,India,less-than-50K
40s,Private,17.0,12th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,10.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,35.0,United-States,less-than-50K
40s,Private,7.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
40s,Private,7.0,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,12.0,5th-6th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,Mexico,less-than-50K
20s,unknown,6.0,Some-college,Never-married,unknown,Own-child,White,Female,0.0,0.0,25.0,United-States,less-than-50K
20s,Private,19.0,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Self-emp-not-inc,12.0,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,United-States,less-than-50K
20s,Private,21.0,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,6.0,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,22.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,63.0,United-States,more-than-50K
20s,Private,18.0,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Self-emp-inc,11.0,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,14.0,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,State-gov,10.0,HS-grad,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
80s,Private,3.0,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,6.0,11th,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,15.0,South-Africa,less-than-50K
20s,Private,9.0,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,less-than-50K
80s,unknown,6.0,5th-6th,Married-civ-spouse,unknown,Husband,White,Male,0.0,0.0,20.0,United-States,less-than-50K
40s,Private,8.0,10th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,6.0,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Vietnam,less-than-50K
30s,Self-emp-inc,7.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
50s,Private,2.0,HS-grad,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Local-gov,16.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,10.0,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,more-than-50K
40s,Local-gov,6.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,6.0,9th,Widowed,Other-service,Unmarried,Black,Male,0.0,0.0,52.0,unknown,less-than-50K
30s,Private,5.0,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,less-than-50K
30s,Local-gov,10.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),unknown,10.0,12th,Married-civ-spouse,unknown,Other-relative,White,Female,15.0,0.0,40.0,United-States,more-than-50K
30s,Self-emp-inc,4.0,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,43.0,United-States,less-than-50K
20s,Local-gov,9.0,Some-college,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Self-emp-not-inc,7.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
50s,Private,22.0,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,less-than-50K
20s,Private,5.0,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,8.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,9.0,HS-grad,Never-married,Sales,Own-child,White,Female,0.0,0.0,36.0,United-States,less-than-50K
60s,Private,8.0,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,State-gov,2.0,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,34.0,United-States,more-than-50K
20s,Private,9.0,HS-grad,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,6.0,HS-grad,Never-married,Sales,Own-child,Black,Male,0.0,0.0,25.0,United-States,less-than-50K
60s,State-gov,9.0,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,Mexico,less-than-50K
60s,Private,1.0,Some-college,Widowed,Tech-support,Not-in-family,White,Female,0.0,0.0,35.0,United-States,less-than-50K
30s,Self-emp-inc,9.0,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
50s,Private,11.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
50s,Private,6.0,10th,Divorced,Craft-repair,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,less-than-50K
20s,Private,16.0,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),unknown,16.0,10th,Never-married,unknown,Own-child,White,Female,0.0,0.0,4.0,United-States,less-than-50K
30s,Private,8.0,Some-college,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
70s,Self-emp-not-inc,19.0,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Female,0.0,0.0,14.0,United-States,less-than-50K
20s,State-gov,7.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,26.0,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,30.0,United-States,less-than-50K
50s,Self-emp-inc,1.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,36.0,United-States,more-than-50K
20s,Private,19.0,11th,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,15.0,United-States,less-than-50K
30s,Private,10.0,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,6.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,19.0,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,more-than-50K
