checking-account-status,duration-months,credit-history,purpose,credit-amount,saving-account-status,employment-status,disposable-income-percent,sex,other-debts,current-residence-time,property-type,age,installment-plans,housing,num-credit-lines,job-type,num-dependents,telephone,foreigner,label
owe-money,12.0,existing-credit-paid-on-time,used-car,3386.0,<100DM,7+yr,3.0,male,none,4.0,unknown,35.0,none,free,1.0,low-skill-employed,1.0,yes,yes,risky
owe-money,6.0,existing-credit-paid-on-time,domestic-appliance,343.0,<100DM,<1yr,4.0,female,none,1.0,real-estate,27.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,radio-television,4594.0,<100DM,<1yr,3.0,male,none,2.0,car,32.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,furniture,3620.0,<100DM,1-4yr,1.0,male,guarantor,2.0,insurance,37.0,none,own,1.0,low-skill-employed,2.0,none,yes,not-risky
owe-money,15.0,existing-credit-paid-on-time,new-car,1721.0,<100DM,<1yr,2.0,male,none,3.0,real-estate,36.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,furniture,3017.0,<100DM,<1yr,3.0,female,none,1.0,real-estate,34.0,none,rent,1.0,high-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,retraining,754.0,unknown-nosavings,7+yr,4.0,male,none,4.0,insurance,38.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,buisness,1950.0,<100DM,4-7yr,4.0,male,none,1.0,car,34.0,stores,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,used-car,2924.0,<100DM,1-4yr,3.0,male,guarantor,4.0,unknown,63.0,bank,own,1.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,24.0,day-in-paying-credit,radio-television,1659.0,<100DM,<1yr,4.0,female,none,2.0,car,29.0,none,rent,1.0,unemployed(resident),1.0,yes,yes,risky
no-account,48.0,day-in-paying-credit,radio-television,7238.0,unknown-nosavings,7+yr,3.0,male,none,3.0,car,32.0,bank,own,2.0,low-skill-employed,2.0,none,yes,not-risky
no-account,33.0,day-in-paying-credit,buisness,2764.0,<100DM,1-4yr,2.0,female,none,2.0,car,26.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,day-in-paying-credit,used-car,4679.0,<100DM,4-7yr,3.0,male,none,3.0,car,35.0,none,own,2.0,unemployed(resident),1.0,yes,yes,not-risky
0-200DM,24.0,existing-credit-paid-on-time,radio-television,3092.0,100-500DM,<1yr,3.0,male,none,2.0,car,22.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,risky
owe-money,6.0,existing-credit-paid-on-time,education,448.0,<100DM,<1yr,4.0,female,none,4.0,insurance,23.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,9.0,existing-credit-paid-on-time,new-car,654.0,<100DM,1-4yr,4.0,male,none,3.0,car,28.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
no-account,6.0,existing-credit-paid-on-time,retraining,1238.0,unknown-nosavings,unemployed,4.0,male,none,4.0,insurance,36.0,none,own,1.0,high-skill-employed,2.0,yes,yes,not-risky
0-200DM,18.0,critical-accounts,radio-television,1245.0,<100DM,1-4yr,4.0,male,none,2.0,car,33.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,18.0,all-credit-paid-on-time,furniture,3114.0,<100DM,<1yr,1.0,female,none,4.0,insurance,26.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,39.0,existing-credit-paid-on-time,used-car,2569.0,500-1000DM,1-4yr,4.0,male,none,4.0,car,24.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
200+DM,24.0,existing-credit-paid-on-time,radio-television,5152.0,<100DM,4-7yr,4.0,male,none,2.0,car,25.0,bank,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,buisness,1037.0,100-500DM,4-7yr,3.0,male,none,4.0,real-estate,39.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,15.0,critical-accounts,furniture,1478.0,<100DM,7+yr,4.0,male,none,4.0,car,44.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
0-200DM,12.0,critical-accounts,radio-television,3573.0,<100DM,1-4yr,1.0,female,none,1.0,real-estate,23.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,24.0,existing-credit-paid-on-time,new-car,1201.0,<100DM,<1yr,4.0,male,none,1.0,insurance,26.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,30.0,existing-credit-paid-on-time,furniture,3622.0,1000+DM,7+yr,4.0,female,none,4.0,insurance,57.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,15.0,day-in-paying-credit,furniture,960.0,1000+DM,4-7yr,3.0,female,none,2.0,insurance,30.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,critical-accounts,new-car,1163.0,500-1000DM,1-4yr,4.0,male,none,4.0,real-estate,44.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,6.0,day-in-paying-credit,new-car,1209.0,<100DM,unemployed,4.0,male,none,4.0,insurance,47.0,none,own,1.0,high-skill-employed,1.0,yes,yes,risky
no-account,12.0,existing-credit-paid-on-time,radio-television,3077.0,<100DM,1-4yr,2.0,male,none,4.0,car,52.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,new-car,3757.0,<100DM,7+yr,4.0,female,co-applicant,4.0,unknown,62.0,none,free,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,10.0,existing-credit-paid-on-time,new-car,1418.0,100-500DM,1-4yr,3.0,male,none,2.0,real-estate,35.0,none,rent,1.0,unemployed(resident),1.0,none,no,not-risky
no-account,6.0,existing-credit-paid-on-time,new-car,3518.0,<100DM,1-4yr,2.0,male,guarantor,3.0,insurance,26.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,critical-accounts,radio-television,1934.0,<100DM,7+yr,2.0,male,none,2.0,unknown,26.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,27.0,all-credit-paid-on-time,buisness,8318.0,<100DM,7+yr,2.0,female,none,4.0,unknown,42.0,none,free,2.0,high-skill-employed,1.0,yes,yes,risky
no-account,6.0,critical-accounts,radio-television,1237.0,100-500DM,1-4yr,1.0,female,none,1.0,insurance,27.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,6.0,existing-credit-paid-on-time,radio-television,368.0,unknown-nosavings,7+yr,4.0,male,none,4.0,insurance,38.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,12.0,critical-accounts,new-car,2122.0,<100DM,1-4yr,3.0,male,none,2.0,real-estate,39.0,none,rent,2.0,unemployed(resident),2.0,none,no,not-risky
owe-money,24.0,existing-credit-paid-on-time,furniture,2996.0,unknown-nosavings,1-4yr,2.0,male,none,4.0,car,20.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,36.0,existing-credit-paid-on-time,furniture,9034.0,100-500DM,<1yr,4.0,male,co-applicant,1.0,unknown,29.0,none,rent,1.0,high-skill-employed,1.0,yes,yes,risky
no-account,24.0,critical-accounts,furniture,1585.0,<100DM,4-7yr,4.0,male,none,3.0,insurance,40.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,18.0,existing-credit-paid-on-time,radio-television,1301.0,<100DM,7+yr,4.0,male,guarantor,2.0,real-estate,32.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
200+DM,6.0,critical-accounts,new-car,1323.0,100-500DM,7+yr,2.0,male,none,4.0,car,28.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,new-car,3123.0,<100DM,<1yr,4.0,female,none,1.0,insurance,27.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,36.0,existing-credit-paid-on-time,used-car,5493.0,<100DM,7+yr,2.0,male,none,4.0,unknown,42.0,none,free,1.0,low-skill-employed,2.0,none,yes,not-risky
200+DM,9.0,existing-credit-paid-on-time,radio-television,1126.0,100-500DM,7+yr,2.0,male,none,4.0,real-estate,49.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,24.0,critical-accounts,radio-television,1216.0,100-500DM,<1yr,4.0,male,none,4.0,unknown,38.0,bank,own,2.0,low-skill-employed,2.0,none,yes,risky
owe-money,24.0,existing-credit-paid-on-time,new-car,1207.0,<100DM,<1yr,4.0,female,none,4.0,insurance,24.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,10.0,existing-credit-paid-on-time,new-car,1309.0,unknown-nosavings,1-4yr,4.0,male,guarantor,4.0,insurance,27.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
200+DM,15.0,critical-accounts,used-car,2360.0,500-1000DM,1-4yr,2.0,male,none,2.0,car,36.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,15.0,cur-ank-all-credit-paid-on-time,new-car,6850.0,100-500DM,unemployed,1.0,male,none,2.0,insurance,34.0,none,own,1.0,high-skill-employed,2.0,yes,yes,risky
no-account,24.0,existing-credit-paid-on-time,radio-television,1413.0,<100DM,1-4yr,4.0,male,none,2.0,insurance,28.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,39.0,existing-credit-paid-on-time,used-car,8588.0,100-500DM,7+yr,4.0,male,none,2.0,car,45.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,new-car,759.0,<100DM,4-7yr,4.0,male,none,2.0,real-estate,26.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,36.0,existing-credit-paid-on-time,used-car,4686.0,<100DM,1-4yr,2.0,male,none,2.0,unknown,32.0,none,free,1.0,high-skill-employed,1.0,yes,yes,not-risky
200+DM,15.0,existing-credit-paid-on-time,buisness,2687.0,<100DM,4-7yr,2.0,male,none,4.0,insurance,26.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,12.0,day-in-paying-credit,radio-television,585.0,<100DM,1-4yr,4.0,male,co-applicant,4.0,real-estate,20.0,none,rent,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,new-car,2255.0,unknown-nosavings,<1yr,4.0,male,none,1.0,insurance,54.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,6.0,critical-accounts,new-car,609.0,<100DM,4-7yr,4.0,female,none,3.0,insurance,37.0,none,own,2.0,low-skill-employed,1.0,none,no,not-risky
owe-money,6.0,critical-accounts,new-car,1361.0,<100DM,<1yr,2.0,male,none,4.0,real-estate,40.0,none,own,1.0,unemployed(resident),2.0,none,no,not-risky
no-account,36.0,critical-accounts,furniture,7127.0,<100DM,<1yr,2.0,female,none,4.0,insurance,23.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,risky
owe-money,6.0,existing-credit-paid-on-time,new-car,1203.0,100-500DM,7+yr,3.0,male,none,2.0,insurance,43.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,6.0,critical-accounts,radio-television,700.0,unknown-nosavings,7+yr,4.0,male,none,4.0,unknown,36.0,none,free,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,critical-accounts,repairs,5507.0,<100DM,7+yr,3.0,male,none,4.0,unknown,44.0,none,free,2.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,radio-television,3190.0,<100DM,1-4yr,2.0,female,none,2.0,real-estate,24.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,48.0,all-credit-paid-on-time,furniture,7119.0,<100DM,1-4yr,3.0,male,none,4.0,unknown,53.0,none,free,2.0,low-skill-employed,2.0,none,yes,risky
no-account,24.0,existing-credit-paid-on-time,used-car,3488.0,100-500DM,4-7yr,3.0,female,none,4.0,car,23.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,18.0,existing-credit-paid-on-time,radio-television,1113.0,<100DM,1-4yr,4.0,female,guarantor,4.0,real-estate,26.0,none,own,1.0,unemployed(resident),2.0,none,yes,not-risky
0-200DM,26.0,existing-credit-paid-on-time,used-car,7966.0,<100DM,<1yr,2.0,male,none,3.0,car,30.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,15.0,critical-accounts,education,1532.0,100-500DM,1-4yr,4.0,female,none,3.0,car,31.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,4.0,critical-accounts,radio-television,1503.0,<100DM,4-7yr,2.0,male,none,1.0,real-estate,42.0,none,own,2.0,unemployed(resident),2.0,none,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,radio-television,2302.0,<100DM,1-4yr,4.0,male,none,4.0,car,31.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,6.0,existing-credit-paid-on-time,new-car,662.0,<100DM,<1yr,3.0,male,none,4.0,real-estate,41.0,none,own,1.0,unemployed(resident),2.0,yes,yes,not-risky
0-200DM,36.0,existing-credit-paid-on-time,education,2273.0,<100DM,4-7yr,3.0,male,none,1.0,car,32.0,none,own,2.0,low-skill-employed,2.0,none,yes,not-risky
0-200DM,15.0,existing-credit-paid-on-time,new-car,2631.0,100-500DM,1-4yr,2.0,female,none,4.0,car,28.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,risky
no-account,12.0,day-in-paying-credit,used-car,1503.0,<100DM,1-4yr,4.0,male,none,4.0,real-estate,41.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,radio-television,1311.0,100-500DM,4-7yr,4.0,male,none,3.0,insurance,26.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,radio-television,3105.0,unknown-nosavings,<1yr,4.0,male,none,2.0,car,25.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
200+DM,21.0,critical-accounts,education,2319.0,<100DM,<1yr,2.0,male,none,1.0,car,33.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,6.0,existing-credit-paid-on-time,new-car,1374.0,unknown-nosavings,unemployed,4.0,female,none,3.0,insurance,75.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,18.0,critical-accounts,furniture,3612.0,<100DM,7+yr,3.0,female,none,4.0,insurance,37.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,48.0,existing-credit-paid-on-time,new-car,7763.0,<100DM,7+yr,4.0,male,none,4.0,unknown,42.0,bank,free,1.0,high-skill-employed,1.0,none,yes,risky
200+DM,18.0,existing-credit-paid-on-time,furniture,3049.0,<100DM,<1yr,1.0,female,none,1.0,insurance,45.0,stores,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,radio-television,1534.0,<100DM,<1yr,1.0,male,none,1.0,real-estate,23.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,day-in-paying-credit,new-car,2032.0,<100DM,7+yr,4.0,male,none,4.0,unknown,60.0,none,free,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,30.0,existing-credit-paid-on-time,furniture,6350.0,unknown-nosavings,7+yr,4.0,male,none,4.0,insurance,31.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
200+DM,18.0,existing-credit-paid-on-time,furniture,2864.0,<100DM,1-4yr,2.0,male,none,1.0,real-estate,34.0,none,own,1.0,unemployed(resident),2.0,none,yes,risky
no-account,12.0,critical-accounts,new-car,1255.0,<100DM,7+yr,4.0,male,none,4.0,real-estate,61.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,24.0,day-in-paying-credit,new-car,1333.0,<100DM,unemployed,4.0,male,none,2.0,real-estate,43.0,none,free,2.0,low-skill-employed,2.0,none,yes,risky
no-account,24.0,critical-accounts,new-car,2022.0,<100DM,1-4yr,4.0,female,none,4.0,car,37.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,radio-television,1552.0,<100DM,4-7yr,3.0,male,none,1.0,car,32.0,bank,own,1.0,low-skill-employed,2.0,none,yes,not-risky
owe-money,12.0,cur-ank-all-credit-paid-on-time,radio-television,626.0,<100DM,1-4yr,4.0,female,none,4.0,real-estate,24.0,bank,own,1.0,unemployed(resident),1.0,none,yes,risky
no-account,48.0,critical-accounts,used-car,8858.0,unknown-nosavings,4-7yr,2.0,male,none,1.0,unknown,35.0,none,free,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,critical-accounts,repairs,996.0,unknown-nosavings,4-7yr,4.0,female,none,4.0,real-estate,23.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,6.0,cur-ank-all-credit-paid-on-time,radio-television,1750.0,500-1000DM,7+yr,2.0,male,none,4.0,insurance,45.0,bank,own,1.0,unemployed(resident),2.0,none,yes,not-risky
owe-money,48.0,existing-credit-paid-on-time,radio-television,6999.0,<100DM,4-7yr,1.0,male,guarantor,1.0,real-estate,34.0,none,own,2.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,12.0,critical-accounts,new-car,1995.0,100-500DM,<1yr,4.0,male,none,1.0,car,27.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,9.0,existing-credit-paid-on-time,education,1199.0,<100DM,4-7yr,4.0,female,none,4.0,insurance,67.0,none,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,radio-television,1331.0,<100DM,<1yr,2.0,male,none,1.0,car,22.0,stores,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,18.0,all-credit-paid-on-time,new-car,2278.0,100-500DM,<1yr,3.0,female,none,3.0,car,28.0,none,own,2.0,low-skill-employed,1.0,none,yes,risky
no-account,21.0,all-credit-paid-on-time,new-car,5003.0,unknown-nosavings,1-4yr,1.0,female,none,4.0,insurance,29.0,bank,own,2.0,low-skill-employed,1.0,yes,yes,risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,furniture,3552.0,<100DM,4-7yr,3.0,male,none,4.0,car,27.0,bank,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,18.0,critical-accounts,furniture,1928.0,<100DM,<1yr,2.0,male,none,2.0,real-estate,31.0,none,own,2.0,unemployed(resident),1.0,none,yes,risky
owe-money,24.0,existing-credit-paid-on-time,used-car,2964.0,unknown-nosavings,7+yr,4.0,male,none,4.0,unknown,49.0,bank,free,1.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,radio-television,1546.0,<100DM,4-7yr,4.0,male,guarantor,4.0,car,24.0,bank,rent,1.0,unemployed(resident),1.0,none,yes,risky
200+DM,6.0,day-in-paying-credit,radio-television,683.0,<100DM,<1yr,2.0,female,none,1.0,insurance,29.0,bank,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,36.0,existing-credit-paid-on-time,new-car,12389.0,unknown-nosavings,1-4yr,1.0,male,none,4.0,unknown,37.0,none,free,1.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,24.0,day-in-paying-credit,buisness,4712.0,unknown-nosavings,1-4yr,4.0,male,none,2.0,insurance,37.0,bank,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,24.0,day-in-paying-credit,radio-television,1553.0,100-500DM,4-7yr,3.0,female,none,2.0,insurance,23.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,new-car,1372.0,<100DM,4-7yr,2.0,male,none,3.0,car,36.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,critical-accounts,radio-television,2578.0,1000+DM,7+yr,2.0,male,none,2.0,car,34.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,48.0,existing-credit-paid-on-time,radio-television,3979.0,unknown-nosavings,4-7yr,4.0,male,none,1.0,car,41.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,48.0,existing-credit-paid-on-time,radio-television,6758.0,<100DM,1-4yr,3.0,female,none,2.0,car,31.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
owe-money,24.0,existing-credit-paid-on-time,furniture,3234.0,<100DM,<1yr,4.0,female,none,4.0,real-estate,23.0,none,rent,1.0,unemployed(resident),1.0,yes,yes,risky
no-account,30.0,critical-accounts,radio-television,5954.0,<100DM,4-7yr,3.0,male,co-applicant,2.0,car,38.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,used-car,5433.0,unknown-nosavings,unemployed,2.0,female,none,4.0,insurance,26.0,none,rent,1.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,15.0,existing-credit-paid-on-time,buisness,806.0,<100DM,1-4yr,4.0,female,none,4.0,insurance,22.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,9.0,existing-credit-paid-on-time,radio-television,1082.0,<100DM,7+yr,4.0,male,none,4.0,car,27.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
no-account,15.0,critical-accounts,furniture,2788.0,<100DM,4-7yr,2.0,female,co-applicant,3.0,car,24.0,bank,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,radio-television,2930.0,<100DM,4-7yr,2.0,female,none,1.0,real-estate,27.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,critical-accounts,education,1927.0,unknown-nosavings,1-4yr,3.0,female,none,2.0,car,33.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,36.0,critical-accounts,new-car,2820.0,<100DM,<1yr,4.0,male,none,4.0,car,27.0,none,own,2.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,existing-credit-paid-on-time,retraining,937.0,<100DM,<1yr,4.0,male,none,3.0,car,27.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,18.0,critical-accounts,new-car,1056.0,<100DM,7+yr,3.0,male,guarantor,3.0,real-estate,30.0,bank,own,2.0,low-skill-employed,1.0,none,yes,risky
0-200DM,12.0,critical-accounts,new-car,3124.0,<100DM,<1yr,1.0,male,none,3.0,real-estate,49.0,bank,own,2.0,unemployed(resident),2.0,none,yes,not-risky
no-account,9.0,existing-credit-paid-on-time,furniture,1388.0,<100DM,1-4yr,4.0,female,none,2.0,real-estate,26.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,36.0,existing-credit-paid-on-time,repairs,2384.0,<100DM,<1yr,4.0,male,none,1.0,unknown,33.0,none,rent,1.0,unemployed(resident),1.0,none,yes,risky
no-account,12.0,existing-credit-paid-on-time,new-car,2133.0,unknown-nosavings,7+yr,4.0,female,none,4.0,unknown,52.0,none,free,1.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,furniture,2039.0,<100DM,1-4yr,1.0,female,none,4.0,real-estate,20.0,bank,rent,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,9.0,critical-accounts,new-car,2799.0,<100DM,1-4yr,2.0,male,none,2.0,real-estate,36.0,none,rent,2.0,low-skill-employed,2.0,none,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,furniture,1289.0,<100DM,1-4yr,4.0,male,guarantor,1.0,insurance,21.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,domestic-appliance,1217.0,<100DM,1-4yr,4.0,male,none,3.0,real-estate,47.0,none,own,1.0,unemployed(resident),1.0,yes,yes,risky
owe-money,12.0,critical-accounts,furniture,2246.0,<100DM,7+yr,3.0,male,none,3.0,insurance,60.0,none,own,2.0,low-skill-employed,1.0,none,yes,risky
owe-money,12.0,critical-accounts,radio-television,385.0,<100DM,4-7yr,4.0,female,none,3.0,real-estate,58.0,none,own,4.0,unemployed(resident),1.0,yes,yes,not-risky
0-200DM,24.0,day-in-paying-credit,new-car,1965.0,unknown-nosavings,1-4yr,4.0,female,none,4.0,car,42.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,21.0,existing-credit-paid-on-time,buisness,1572.0,1000+DM,7+yr,4.0,female,none,4.0,real-estate,36.0,bank,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,24.0,existing-credit-paid-on-time,new-car,2718.0,<100DM,1-4yr,3.0,female,none,4.0,insurance,20.0,none,rent,1.0,unemployed(resident),1.0,yes,yes,risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,others,1358.0,unknown-nosavings,7+yr,4.0,male,none,3.0,car,40.0,stores,own,1.0,high-skill-employed,1.0,yes,yes,risky
0-200DM,6.0,cur-ank-all-credit-paid-on-time,new-car,931.0,100-500DM,<1yr,1.0,female,none,1.0,insurance,32.0,stores,own,1.0,unemployed(resident),1.0,none,yes,risky
owe-money,24.0,existing-credit-paid-on-time,new-car,1442.0,<100DM,4-7yr,4.0,female,none,4.0,car,23.0,none,rent,2.0,low-skill-employed,1.0,none,yes,risky
0-200DM,24.0,all-credit-paid-on-time,buisness,4241.0,<100DM,1-4yr,1.0,male,none,4.0,real-estate,36.0,none,own,3.0,unemployed(resident),1.0,yes,yes,risky
no-account,18.0,critical-accounts,new-car,2775.0,<100DM,4-7yr,2.0,male,none,2.0,insurance,31.0,bank,own,2.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,day-in-paying-credit,buisness,3863.0,<100DM,1-4yr,1.0,male,none,2.0,unknown,32.0,none,free,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,7.0,existing-credit-paid-on-time,radio-television,2329.0,<100DM,<1yr,1.0,female,guarantor,1.0,real-estate,45.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,9.0,existing-credit-paid-on-time,furniture,918.0,<100DM,1-4yr,4.0,female,none,1.0,insurance,30.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,24.0,cur-ank-all-credit-paid-on-time,education,1837.0,<100DM,4-7yr,4.0,female,none,4.0,unknown,34.0,bank,free,1.0,unemployed(resident),1.0,none,yes,risky
no-account,36.0,existing-credit-paid-on-time,furniture,3349.0,<100DM,1-4yr,4.0,female,none,2.0,car,28.0,none,own,1.0,high-skill-employed,1.0,yes,yes,risky
200+DM,10.0,existing-credit-paid-on-time,furniture,1275.0,<100DM,<1yr,4.0,female,none,2.0,insurance,23.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,furniture,2828.0,500-1000DM,1-4yr,4.0,male,none,4.0,real-estate,22.0,stores,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,critical-accounts,buisness,4526.0,<100DM,1-4yr,3.0,male,none,2.0,real-estate,74.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,36.0,existing-credit-paid-on-time,radio-television,2671.0,100-500DM,1-4yr,4.0,female,co-applicant,4.0,unknown,50.0,none,free,1.0,low-skill-employed,1.0,none,yes,risky
no-account,18.0,existing-credit-paid-on-time,radio-television,2051.0,<100DM,<1yr,4.0,male,none,1.0,real-estate,33.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
